"BP_LOC_ID","LATITUDE","LONGITUDE","COUNT_ID","MUNICIPALITY","FACILITY_NAME","CNT_LOC_DESCRIPTION","STREET_1","STREET_2","STREET_3","STREET_4","STREET_5","STREET_6","CNT_DESCRIPTION","TEMPERATURE","SKY","FACILITY_TYPE","COUNT_TYPE","FROM_ST_NAME","FROM_ST_DIR","TO_ST_NAME","TO_ST_DIR","COUNT_DATE","COUNT_DOW","CNT_0630","CNT_0645","CNT_0700","CNT_0715","CNT_0730","CNT_0745","CNT_0800","CNT_0815","CNT_0830","CNT_0845","CNT_0900","CNT_0915","CNT_0930","CNT_0945","CNT_1000","CNT_1015","CNT_1030","CNT_1045","CNT_1100","CNT_1115","CNT_1130","CNT_1145","CNT_1200","CNT_1215","CNT_1230","CNT_1245","CNT_1300","CNT_1315","CNT_1330","CNT_1345","CNT_1400","CNT_1415","CNT_1430","CNT_1445","CNT_1500","CNT_1515","CNT_1530","CNT_1545","CNT_1600","CNT_1615","CNT_1630","CNT_1645","CNT_1700","CNT_1715","CNT_1730","CNT_1745","CNT_1800","CNT_1815","CNT_1830","CNT_1845","CNT_1900","CNT_1915","CNT_1930","CNT_1945","CNT_2000","CNT_2015","CNT_2030","CNT_2045","CNT_TOTAL"
10127,42.3487685498,-71.0969685504,7004,"Boston","Kenmore Square","Kenmore Square - Commonwealth Avenue / Beacon Street / Brookline Avenue","Comm Ave.","Beacon St.","Brookline Ave.","Deerfield St.","","","",54,3,"Street Intersection","B","Brookline Ave.","NB","Comm Ave.","WB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,1,0,0,0,2,0,2,1,,,,,,,,,,,,,8
10127,42.3487685498,-71.0969685504,7004,"Boston","Kenmore Square","Kenmore Square - Commonwealth Avenue / Beacon Street / Brookline Avenue","Comm Ave.","Beacon St.","Brookline Ave.","Deerfield St.","","","",54,3,"Street Intersection","B","Brookline Ave.","NB","Deerfield St.","NB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,,,,,,,,,,,,,3
10127,42.3487685498,-71.0969685504,7004,"Boston","Kenmore Square","Kenmore Square - Commonwealth Avenue / Beacon Street / Brookline Avenue","Comm Ave.","Beacon St.","Brookline Ave.","Deerfield St.","","","",54,3,"Street Intersection","B","Brookline Ave.","NB","Beacon St.","EB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2
10127,42.3487685498,-71.0969685504,7004,"Boston","Kenmore Square","Kenmore Square - Commonwealth Avenue / Beacon Street / Brookline Avenue","Comm Ave.","Beacon St.","Brookline Ave.","Deerfield St.","","","",54,3,"Street Intersection","B","Beacon St.","EB","Comm Ave.","EB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,3,1,0,0,0,1,2,3,2,1,3,,,,,,,,,,,,,22
10127,42.3487685498,-71.0969685504,7004,"Boston","Kenmore Square","Kenmore Square - Commonwealth Avenue / Beacon Street / Brookline Avenue","Comm Ave.","Beacon St.","Brookline Ave.","Deerfield St.","","","",54,3,"Street Intersection","B","Beacon St.","EB","Brookline Ave.","SB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,4
10127,42.3487685498,-71.0969685504,7004,"Boston","Kenmore Square","Kenmore Square - Commonwealth Avenue / Beacon Street / Brookline Avenue","Comm Ave.","Beacon St.","Brookline Ave.","Deerfield St.","","","",54,3,"Street Intersection","B","Beacon St.","EB","Comm Ave.","WB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,2
10127,42.3487685498,-71.0969685504,7004,"Boston","Kenmore Square","Kenmore Square - Commonwealth Avenue / Beacon Street / Brookline Avenue","Comm Ave.","Beacon St.","Brookline Ave.","Deerfield St.","","","",54,3,"Street Intersection","B","Beacon St.","EB","Deerfield St.","NB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,3
10127,42.3487685498,-71.0969685504,7004,"Boston","Kenmore Square","Kenmore Square - Commonwealth Avenue / Beacon Street / Brookline Avenue","Comm Ave.","Beacon St.","Brookline Ave.","Deerfield St.","","","",54,3,"Street Intersection","B","Beacon St.","EB","Beacon St.","EB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,,,,,,,,,,,,,6
10127,42.3487685498,-71.0969685504,7004,"Boston","Kenmore Square","Kenmore Square - Commonwealth Avenue / Beacon Street / Brookline Avenue","Comm Ave.","Beacon St.","Brookline Ave.","Deerfield St.","","","",54,3,"Street Intersection","B","Comm Ave.","EB","Comm Ave.","EB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,4,7,5,4,2,11,5,2,6,4,3,3,3,2,,,,,,,,,,,,,74
10127,42.3487685498,-71.0969685504,7004,"Boston","Kenmore Square","Kenmore Square - Commonwealth Avenue / Beacon Street / Brookline Avenue","Comm Ave.","Beacon St.","Brookline Ave.","Deerfield St.","","","",54,3,"Street Intersection","B","Comm Ave.","EB","Brookline Ave.","SB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,1,0,1,0,2,0,1,1,1,1,1,1,0,1,,,,,,,,,,,,,16
10127,42.3487685498,-71.0969685504,7004,"Boston","Kenmore Square","Kenmore Square - Commonwealth Avenue / Beacon Street / Brookline Avenue","Comm Ave.","Beacon St.","Brookline Ave.","Deerfield St.","","","",54,3,"Street Intersection","B","Comm Ave.","EB","Deerfield St.","NB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2
10127,42.3487685498,-71.0969685504,7004,"Boston","Kenmore Square","Kenmore Square - Commonwealth Avenue / Beacon Street / Brookline Avenue","Comm Ave.","Beacon St.","Brookline Ave.","Deerfield St.","","","",54,3,"Street Intersection","B","Comm Ave.","EB","Beacon St.","EB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,3,1,0,0,0,0,0,1,0,2,1,0,,,,,,,,,,,,,11
10127,42.3487685498,-71.0969685504,7004,"Boston","Kenmore Square","Kenmore Square - Commonwealth Avenue / Beacon Street / Brookline Avenue","Comm Ave.","Beacon St.","Brookline Ave.","Deerfield St.","","","",54,3,"Street Intersection","B","Deerfield St.","SB","Comm Ave.","EB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,1
10127,42.3487685498,-71.0969685504,7004,"Boston","Kenmore Square","Kenmore Square - Commonwealth Avenue / Beacon Street / Brookline Avenue","Comm Ave.","Beacon St.","Brookline Ave.","Deerfield St.","","","",54,3,"Street Intersection","B","Deerfield St.","SB","Brookline Ave.","SB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,,,,,,,,,,,,,6
10127,42.3487685498,-71.0969685504,7004,"Boston","Kenmore Square","Kenmore Square - Commonwealth Avenue / Beacon Street / Brookline Avenue","Comm Ave.","Beacon St.","Brookline Ave.","Deerfield St.","","","",54,3,"Street Intersection","B","Deerfield St.","SB","Beacon St.","WB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1
10127,42.3487685498,-71.0969685504,7004,"Boston","Kenmore Square","Kenmore Square - Commonwealth Avenue / Beacon Street / Brookline Avenue","Comm Ave.","Beacon St.","Brookline Ave.","Deerfield St.","","","",54,3,"Street Intersection","B","Deerfield St.","SB","Comm Ave.","WB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,4
10127,42.3487685498,-71.0969685504,7004,"Boston","Kenmore Square","Kenmore Square - Commonwealth Avenue / Beacon Street / Brookline Avenue","Comm Ave.","Beacon St.","Brookline Ave.","Deerfield St.","","","",54,3,"Street Intersection","B","Deerfield St.","SB","Beacon St.","EB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2
10127,42.3487685498,-71.0969685504,7004,"Boston","Kenmore Square","Kenmore Square - Commonwealth Avenue / Beacon Street / Brookline Avenue","Comm Ave.","Beacon St.","Brookline Ave.","Deerfield St.","","","",54,3,"Street Intersection","B","Beacon St.","WB","Comm Ave.","EB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1
10127,42.3487685498,-71.0969685504,7004,"Boston","Kenmore Square","Kenmore Square - Commonwealth Avenue / Beacon Street / Brookline Avenue","Comm Ave.","Beacon St.","Brookline Ave.","Deerfield St.","","","",54,3,"Street Intersection","B","Beacon St.","WB","Brookline Ave","SB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,0,2,0,1,1,2,2,2,1,1,2,0,,,,,,,,,,,,,17
10127,42.3487685498,-71.0969685504,7004,"Boston","Kenmore Square","Kenmore Square - Commonwealth Avenue / Beacon Street / Brookline Avenue","Comm Ave.","Beacon St.","Brookline Ave.","Deerfield St.","","","",54,3,"Street Intersection","B","Beacon St.","WB","Beacon St.","WB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,3,2,3,3,7,3,7,3,8,7,15,9,,,,,,,,,,,,,72
10127,42.3487685498,-71.0969685504,7004,"Boston","Kenmore Square","Kenmore Square - Commonwealth Avenue / Beacon Street / Brookline Avenue","Comm Ave.","Beacon St.","Brookline Ave.","Deerfield St.","","","",54,3,"Street Intersection","B","Beacon St.","WB","Comm Ave.","WB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,5,6,0,5,5,7,6,6,6,8,7,6,2,,,,,,,,,,,,,72
10127,42.3487685498,-71.0969685504,7004,"Boston","Kenmore Square","Kenmore Square - Commonwealth Avenue / Beacon Street / Brookline Avenue","Comm Ave.","Beacon St.","Brookline Ave.","Deerfield St.","","","",54,3,"Street Intersection","B","Beacon St.","WB","Deerfield St.","NB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,3
10528,42.3561750198,-71.0694303571,7005,"Boston","","Beacon Street at Charles Street","Beacon St.","Charles St.","","","","","illegal",54,3,"Street Intersection","B","Beacon St.","EB","Beacon St.","EB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,2,2,0,,0,0,7,5,4,2,2,2,8,5,,,,,,,,,,,,,,43
10528,42.3561750198,-71.0694303571,7005,"Boston","","Beacon Street at Charles Street","Beacon St.","Charles St.","","","","","illegal",54,3,"Street Intersection","B","Beacon St.","EB","Charles St.","NB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,2,0,1,,0,2,1,1,1,1,3,6,1,2,,,,,,,,,,,,,,24
10528,42.3561750198,-71.0694303571,7005,"Boston","","Beacon Street at Charles Street","Beacon St.","Charles St.","","","","","illegal",54,3,"Street Intersection","B","Beacon St.","EB","Charles St.","SB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,1,3,0,1,0,0,0,0,0,,,,,,,,,,,,,,5
10528,42.3561750198,-71.0694303571,7005,"Boston","","Beacon Street at Charles Street","Beacon St.","Charles St.","","","","","illegal",54,3,"Street Intersection","B","Charles St.","SB","Beacon St.","WB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,8
10528,42.3561750198,-71.0694303571,7005,"Boston","","Beacon Street at Charles Street","Beacon St.","Charles St.","","","","","illegal",54,3,"Street Intersection","B","Charles St.","SB","Charles St.","SB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,,0,2,1,1,3,0,1,0,0,1,,,,,,,,,,,,,,10
10528,42.3561750198,-71.0694303571,7005,"Boston","","Beacon Street at Charles Street","Beacon St.","Charles St.","","","","","illegal",54,3,"Street Intersection","B","Charles St.","SB","Beacon St.","EB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,1,1,1,2,0,1,1,0,1,0,,,,,,,,,,,,,,8
10528,42.3561750198,-71.0694303571,7005,"Boston","","Beacon Street at Charles Street","Beacon St.","Charles St.","","","","","",54,3,"Street Intersection","B","Charles St.","NB","Beacon St.","WB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1
10528,42.3561750198,-71.0694303571,7005,"Boston","","Beacon Street at Charles Street","Beacon St.","Charles St.","","","","","",54,3,"Street Intersection","B","Charles St.","NB","Charles St.","NB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,2,1,2,,1,5,5,5,3,6,7,6,7,5,,,,,,,,,,,,,,57
10528,42.3561750198,-71.0694303571,7005,"Boston","","Beacon Street at Charles Street","Beacon St.","Charles St.","","","","","",54,3,"Street Intersection","B","Charles St.","NB","Beacon St.","EB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,,1,1,3,0,1,1,1,2,1,2,,,,,,,,,,,,,,15
10528,42.3561750198,-71.0694303571,7005,"Boston","","Beacon Street at Charles Street","Beacon St.","Charles St.","","","","","illegal",54,3,"Street Intersection","B","Beacon St.","WB","Charles St.","SB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,2
10528,42.3561750198,-71.0694303571,7005,"Boston","","Beacon Street at Charles Street","Beacon St.","Charles St.","","","","","",54,3,"Street Intersection","B","Beacon St.","WB","Charles St.","NB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,1,0,,2,1,2,3,4,3,3,0,1,0,,,,,,,,,,,,,,23
10528,42.3561750198,-71.0694303571,7005,"Boston","","Beacon Street at Charles Street","Beacon St.","Charles St.","","","","","",54,3,"Street Intersection","B","Beacon St.","WB","Beacon St.","WB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,3,0,2,,1,0,5,0,0,0,0,0,1,0,,,,,,,,,,,,,,17
10432,42.3427021402,-71.0848523188,7006,"Boston","","Massachusetts Avenue at Huntington Avenue","Mass Ave.","Huntington Ave.","","","","","",54,3,"Street Intersection","B","Huntington Ave","WB","Huntington Ave","WB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,0,2,1,0,3,4,1,5,3,4,1,,,,,,,,,,,,,29
10432,42.3427021402,-71.0848523188,7006,"Boston","","Massachusetts Avenue at Huntington Avenue","Mass Ave.","Huntington Ave.","","","","","",54,3,"Street Intersection","B","Huntington Ave","WB","Mass Ave","SB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,4
10432,42.3427021402,-71.0848523188,7006,"Boston","","Massachusetts Avenue at Huntington Avenue","Mass Ave.","Huntington Ave.","","","","","",54,3,"Street Intersection","B","Huntington Ave","WB","Mass Ave","NB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,4
10432,42.3427021402,-71.0848523188,7006,"Boston","","Massachusetts Avenue at Huntington Avenue","Mass Ave.","Huntington Ave.","","","","","",54,3,"Street Intersection","B","Mass Ave","NB","Huntington Ave","EB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,3
10432,42.3427021402,-71.0848523188,7006,"Boston","","Massachusetts Avenue at Huntington Avenue","Mass Ave.","Huntington Ave.","","","","","",54,3,"Street Intersection","B","Mass Ave","NB","Mass Ave","NB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,2,0,1,3,7,2,6,3,2,0,1,,,,,,,,,,,,,35
10432,42.3427021402,-71.0848523188,7006,"Boston","","Massachusetts Avenue at Huntington Avenue","Mass Ave.","Huntington Ave.","","","","","",54,3,"Street Intersection","B","Mass Ave","NB","Huntington Ave","WB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,3
10432,42.3427021402,-71.0848523188,7006,"Boston","","Massachusetts Avenue at Huntington Avenue","Mass Ave.","Huntington Ave.","","","","","",54,3,"Street Intersection","B","Mass Ave","SB","Huntington Ave","EB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,,,,,,,,,,,,3
10432,42.3427021402,-71.0848523188,7006,"Boston","","Massachusetts Avenue at Huntington Avenue","Mass Ave.","Huntington Ave.","","","","","",54,3,"Street Intersection","B","Mass Ave","SB","Mass Ave","SB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,0,1,2,5,1,5,2,2,3,1,2,,,,,,,,,,,,,30
10432,42.3427021402,-71.0848523188,7006,"Boston","","Massachusetts Avenue at Huntington Avenue","Mass Ave.","Huntington Ave.","","","","","",54,3,"Street Intersection","B","Mass Ave","SB","Huntington Ave","WB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,2,0,1,0,0,0,0,,,,,,,,,,,,,8
10432,42.3427021402,-71.0848523188,7006,"Boston","","Massachusetts Avenue at Huntington Avenue","Mass Ave.","Huntington Ave.","","","","","",54,3,"Street Intersection","B","Huntington Ave","EB","Mass Ave","NB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,,,,4
10432,42.3427021402,-71.0848523188,7006,"Boston","","Massachusetts Avenue at Huntington Avenue","Mass Ave.","Huntington Ave.","","","","","",54,3,"Street Intersection","B","Huntington Ave","EB","Mass Ave","SB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,2,1,1,0,0,0,1,0,1,0,1,,,,,,,,,,,,,8
10432,42.3427021402,-71.0848523188,7006,"Boston","","Massachusetts Avenue at Huntington Avenue","Mass Ave.","Huntington Ave.","","","","","",54,3,"Street Intersection","B","Huntington Ave","EB","Huntington Ave","EB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,3,0,0,3,8,5,4,4,1,2,0,1,,,,,,,,,,,,,36
20016,42.3422400003,-71.1213399976,7007,"Brookline","Coolidge Corner","Coolidge Corner - Harvard Street at Beacon Street","Harvard St.","Beacon St.","","","","","",54,3,"Street Intersection","B","Beacon St.","EB","Harvard St.","NB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,3,1,2,1,0,0,0,2,0,2,1,2,1,,,,,,,,,,,,,17
20016,42.3422400003,-71.1213399976,7007,"Brookline","Coolidge Corner","Coolidge Corner - Harvard Street at Beacon Street","Harvard St.","Beacon St.","","","","","",54,3,"Street Intersection","B","Beacon St.","EB","Beacon St.","EB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,4,4,1,2,0,2,2,3,1,2,1,1,3,,,,,,,,,,,,,35
20016,42.3422400003,-71.1213399976,7007,"Brookline","Coolidge Corner","Coolidge Corner - Harvard Street at Beacon Street","Harvard St.","Beacon St.","","","","","",54,3,"Street Intersection","B","Beacon St.","EB","Harvard St.","SB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,0,2,1,1,0,0,1,0,0,2,0,,,,,,,,,,,,,11
20016,42.3422400003,-71.1213399976,7007,"Brookline","Coolidge Corner","Coolidge Corner - Harvard Street at Beacon Street","Harvard St.","Beacon St.","","","","","",54,3,"Street Intersection","B","Beacon St.","WB","Harvard St.","SB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,2,1,0,0,2,1,1,1,2,2,0,1,,,,,,,,,,,,,16
20016,42.3422400003,-71.1213399976,7007,"Brookline","Coolidge Corner","Coolidge Corner - Harvard Street at Beacon Street","Harvard St.","Beacon St.","","","","","",54,3,"Street Intersection","B","Beacon St.","WB","Beacon St.","WB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,3,7,3,3,10,7,7,9,12,14,12,10,,,,,,,,,,,,,107
20016,42.3422400003,-71.1213399976,7007,"Brookline","Coolidge Corner","Coolidge Corner - Harvard Street at Beacon Street","Harvard St.","Beacon St.","","","","","",54,3,"Street Intersection","B","Beacon St.","WB","Harvard St.","NB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,1,1,2,1,0,4,1,1,0,1,1,4,,,,,,,,,,,,,19
20016,42.3422400003,-71.1213399976,7007,"Brookline","Coolidge Corner","Coolidge Corner - Harvard Street at Beacon Street","Harvard St.","Beacon St.","","","","","",54,3,"Street Intersection","B","Harvard St.","NB","Beacon St.","WB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,2,2,0,0,2,1,6,3,0,2,7,5,1,,,,,,,,,,,,,38
20016,42.3422400003,-71.1213399976,7007,"Brookline","Coolidge Corner","Coolidge Corner - Harvard Street at Beacon Street","Harvard St.","Beacon St.","","","","","",54,3,"Street Intersection","B","Harvard St.","NB","Harvard St.","NB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,3,6,3,1,5,4,5,7,3,4,10,6,8,,,,,,,,,,,,,77
20016,42.3422400003,-71.1213399976,7007,"Brookline","Coolidge Corner","Coolidge Corner - Harvard Street at Beacon Street","Harvard St.","Beacon St.","","","","","",54,3,"Street Intersection","B","Harvard St.","NB","Beacon St.","EB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,3,1,0,0,5,0,1,0,1,,,,,,,,,,,,,13
20016,42.3422400003,-71.1213399976,7007,"Brookline","Coolidge Corner","Coolidge Corner - Harvard Street at Beacon Street","Harvard St.","Beacon St.","","","","","",54,3,"Street Intersection","B","Harvard St.","SB","Beacon St.","EB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,3,1,1,3,0,0,2,2,1,0,,,,,,,,,,,,,16
20016,42.3422400003,-71.1213399976,7007,"Brookline","Coolidge Corner","Coolidge Corner - Harvard Street at Beacon Street","Harvard St.","Beacon St.","","","","","",54,3,"Street Intersection","B","Harvard St.","SB","Harvard St.","SB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,4,4,4,3,5,5,4,2,11,5,0,5,6,,,,,,,,,,,,,61
20016,42.3422400003,-71.1213399976,7007,"Brookline","Coolidge Corner","Coolidge Corner - Harvard Street at Beacon Street","Harvard St.","Beacon St.","","","","","",54,3,"Street Intersection","B","Harvard St.","SB","Beacon St.","WB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,0,0,0,2,1,0,0,0,1,0,2,1,,,,,,,,,,,,,10
341,42.3569885731,-71.0924890916,7008,"Cambridge","Harvard Bridge","Harvard Bridge - Massachusetts Avenue / Memorial Drive","Mass Ave.","Memorial Dr.","Harvard Br.","","","","",54,3,"Trail Intersection","B","Mass Ave","SB","Harvard Br.","SB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,10,7,15,8,14,11,20,11,17,18,23,22,11,20,,,,,,,,,,,,,230
341,42.3569885731,-71.0924890916,7008,"Cambridge","Harvard Bridge","Harvard Bridge - Massachusetts Avenue / Memorial Drive","Mass Ave.","Memorial Dr.","Harvard Br.","","","","",54,3,"Trail Intersection","B","Mass Ave","SB","Memorial Dr.","EB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,5,3,2,0,0,3,3,4,2,3,2,1,0,1,,,,,,,,,,,,,34
341,42.3569885731,-71.0924890916,7008,"Cambridge","Harvard Bridge","Harvard Bridge - Massachusetts Avenue / Memorial Drive","Mass Ave.","Memorial Dr.","Harvard Br.","","","","",54,3,"Trail Intersection","B","Mass Ave","SB","Memorial Dr.","WB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,3,0,1,0,4,2,2,2,3,2,5,2,,,,,,,,,,,,,30
341,42.3569885731,-71.0924890916,7008,"Cambridge","Harvard Bridge","Harvard Bridge - Massachusetts Avenue / Memorial Drive","Mass Ave.","Memorial Dr.","Harvard Br.","","","","",54,3,"Trail Intersection","B","Memorial Dr.","WB","Memorial Dr.","WB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,1,4,1,2,2,8,7,9,10,8,3,4,,,,,,,,,,,,,70
341,42.3569885731,-71.0924890916,7008,"Cambridge","Harvard Bridge","Harvard Bridge - Massachusetts Avenue / Memorial Drive","Mass Ave.","Memorial Dr.","Harvard Br.","","","","",54,3,"Trail Intersection","B","Memorial Dr.","WB","Mass Ave","NB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,5,2,5,4,1,1,3,7,5,10,8,11,8,15,,,,,,,,,,,,,89
341,42.3569885731,-71.0924890916,7008,"Cambridge","Harvard Bridge","Harvard Bridge - Massachusetts Avenue / Memorial Drive","Mass Ave.","Memorial Dr.","Harvard Br.","","","","",54,3,"Trail Intersection","B","Memorial Dr.","WB","Harvard Br.","SB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,5,5,1,2,2,5,5,11,10,7,4,7,9,,,,,,,,,,,,,82
341,42.3569885731,-71.0924890916,7008,"Cambridge","Harvard Bridge","Harvard Bridge - Massachusetts Avenue / Memorial Drive","Mass Ave.","Memorial Dr.","Harvard Br.","","","","",54,3,"Trail Intersection","B","Memorial Dr.","EB","Mass Ave","NB",1975-10-09,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,6
